0.94191,0.11647,0.44388,1
0.058918,0.050822,0.046485,2
0.2568,0.79758,0.47589,1
0.31489,0.82813,0.3682,1
0.49814,0.41386,0.94836,1
0.15691,0.87121,0.99897,2
0.92387,0.24614,0.73709,1
0.18953,0.7878,0.60138,1
0.6223,0.69138,0.45837,1
0.3472,0.89583,0.34567,1
0.99433,0.22415,0.34654,1
0.76228,0.50179,0.43968,1
0.23842,0.19532,0.98298,2
0.0042418,0.41148,0.54694,1
0.48818,0.42572,0.6498,1
0.094715,0.69877,0.63481,2
0.016261,0.38951,0.18116,2
0.26161,0.27017,0.19319,2
0.060672,0.53143,0.27664,2
0.39312,0.70277,0.49455,1
0.17679,0.36093,0.66187,2
0.033244,0.096427,0.42492,2
0.04103,0.25989,0.60337,2
0.80564,0.45301,0.65728,1
0.11848,0.51808,0.1594,2
0.01793,0.95606,0.019213,1
0.99638,0.032654,0.74657,1
0.62522,0.74798,0.1226,1
0.90339,0.081667,0.5173,1
0.93817,0.16774,0.055277,1
0.77815,0.53013,0.26723,1
0.51181,0.46447,0.12629,1
0.94023,0.6035,0.41183,1
0.52908,0.79184,0.78637,1
0.70101,0.42964,0.45693,1
0.037741,0.26813,0.69946,2
0.51865,0.22746,0.34116,2
0.09049,0.44628,0.51091,2
0.77103,0.042297,0.30337,1
0.37006,0.30388,0.24244,2
0.15859,0.69746,0.23905,1
0.43321,0.98655,0.38709,1
0.037723,0.38146,0.34823,2
0.73458,0.044138,0.88845,2
0.11231,0.801,0.75245,1
0.34847,0.89395,0.087093,1
0.64895,0.013179,0.74186,2
0.68112,0.013476,0.46887,2
0.69696,0.40634,0.49367,1
0.17023,0.82648,0.99107,1
0.99092,0.43009,0.14115,1
0.80631,0.96594,0.8696,1
0.10286,0.19299,0.91145,2
0.067918,0.10107,0.28455,2
0.37343,0.87008,0.083956,1
0.86783,0.53306,0.44553,1
0.40492,0.22829,0.14239,2
0.40895,0.8359,0.57745,1
0.16757,0.10985,0.19631,2
0.23151,0.19735,0.12609,2
0.72252,0.69955,0.17999,1
0.20558,0.9609,0.10078,1
0.085063,0.67636,0.90752,2
0.94076,0.49291,0.19102,2
0.68964,0.20449,0.70126,1
0.68241,0.41446,0.71595,1
0.80093,0.080319,0.033969,1
0.75033,0.27018,0.005014,1
0.36333,0.53533,0.79658,1
0.48462,0.65166,0.56503,1
0.74261,0.40041,0.75595,2
0.90061,0.49916,0.16506,1
0.76509,0.66304,0.38743,1
0.64493,0.88669,0.83974,1
0.86627,0.003256,0.043848,2
0.88556,0.21443,0.087693,1
0.93563,0.14969,0.41916,1
0.19098,0.53387,0.19549,2
0.33027,0.15434,0.28031,2
0.35091,0.96917,0.17653,1
0.33385,0.74143,0.38341,1
0.95143,0.19277,0.64362,1
0.69553,0.70034,0.6,1
0.78161,0.51357,0.11098,1
0.44159,0.65003,0.19972,2
0.92329,0.61388,0.19069,1
0.4604,0.71818,0.37265,1
0.13577,0.53369,0.96696,1
0.22598,0.65084,0.11679,1
0.45162,0.11766,0.56496,2
0.97773,0.8669,0.84661,1
0.4591,0.013235,0.078105,2
0.65433,0.054893,0.7017,1
0.84556,0.45425,0.65,1
0.39776,0.78685,0.50826,1
0.002057,0.21453,0.90044,2
0.27213,0.44358,0.22085,2
0.80317,0.6763,0.66378,2
0.028611,0.57636,0.62555,2
0.054899,0.28105,0.84304,2
0.67482,0.48089,0.16876,1
0.11418,0.56559,0.95411,2
0.18562,0.24836,0.0011702,2
0.71717,0.88725,0.42297,1
0.91168,0.4878,0.2625,1
0.9296,0.077207,0.41703,1
0.4815,0.73786,0.40338,1
0.96511,0.57743,0.90858,1
0.8909,0.79812,0.84916,1
0.97177,0.85554,0.48158,1
0.27266,0.94495,0.80434,1
0.91283,0.87062,0.67557,1
0.19143,0.33983,0.38548,2
0.90787,0.39491,0.78537,1
0.84181,0.78849,0.29447,1
0.12169,0.081826,0.19455,2
0.37349,0.33496,0.98578,2
0.64788,0.47887,0.19355,1
0.031543,0.21756,0.19475,2
0.62042,0.1103,0.46568,2
0.58713,0.7517,0.029225,1
0.85944,0.098769,0.67484,1
0.26165,0.72167,0.31388,1
0.050908,0.22846,0.028705,2
0.62349,0.88447,0.93142,1
0.2437,0.60812,0.21629,1
0.88423,0.8953,0.1326,1
0.0088687,0.73464,0.67069,2
0.057275,0.78656,0.49278,1
0.23261,0.79544,0.13785,1
0.81905,0.47253,0.47053,1
0.53375,0.035947,0.25117,2
0.77024,0.45796,0.38817,1
0.49639,0.18006,0.35861,2
0.75711,0.60616,0.17839,1
0.2006,0.83399,0.39604,1
0.50932,0.36907,0.42502,1
0.27261,0.52393,0.023203,2
0.68224,0.76671,0.0072509,1
0.42106,0.051064,0.85448,2
0.4209,0.47048,0.004193,1
0.34337,0.4919,0.61238,1
0.11416,0.65233,0.56435,2
0.90382,0.14737,0.51489,1
0.068362,0.59472,0.72661,2
0.35052,0.8213,0.17614,1
0.86298,0.048458,0.95908,1
0.11659,0.40134,0.84496,2
0.95759,0.53673,0.91807,1
0.073714,0.98097,0.13522,1
0.38309,0.76596,0.68533,1
0.94017,0.89158,0.11707,1
0.1457,0.84811,0.14798,1
0.53495,0.74504,0.36403,1
0.03587,0.99125,0.62015,1
0.21524,0.56528,0.30236,2
0.17531,0.15098,0.93973,2
0.20953,0.019831,0.60122,2
0.50889,0.31121,0.89246,1
0.64962,0.95033,0.64211,1
0.16524,0.83574,0.31319,1
0.92101,0.38585,0.30913,1
0.7078,0.56445,0.09585,1
0.79552,0.50025,0.58635,1
0.0031943,0.10015,0.69167,1
0.99526,0.24393,0.96363,1
0.61922,0.3387,0.81977,1
0.63219,0.86256,0.41949,1
